Adler,Trumpf Junior,1934,Germany,23000,Saloon,Saloons,Factory,Trumpf,true,true,Petrol,I4,995,Naturally Aspirated,25,42,FWD,Manual,4,1450,90,-1
Alfa Romeo,145 1.4 (930),1994,Italy,2640,Compact,Hatchback,Factory,145,true,true,Petrol,F4,1351,Naturally Aspirated,90,115,FWD,Manual,5,1108,178,13.7
Alfa Romeo,145 1.6 (930),1994,Italy,2890,Compact,Hatchback,Factory,145,true,true,Petrol,F4,1596,Naturally Aspirated,103,134,FWD,Manual,5,1147,185,11.0
Alfa Romeo,145 1.7 16V (930),1994,Italy,3124,Compact,Hatchback,Factory,145,true,true,Petrol,F4,1712,Naturally Aspirated,129,148,FWD,Manual,5,1190,200,9.8
Alfa Romeo,145 1.9 TD (930),1994,Italy,4230,Compact,Hatchback,Factory,145,true,true,Diesel,I4,1929,Single Turbocharger,90,186,FWD,Manual,5,1209,182,12.0
Alfa Romeo,145 2.0 Quadrifoglio Verde (930),1995,Italy,10952,Compact,Hot Hatches,Factory,145,true,true,Petrol,I4,1970,Naturally Aspirated,150,186,FWD,Manual,5,1240,210,9.4
Alfa Romeo,145 1.4 TS (930),1996,Italy,2780,Compact,Hatchback,Factory,145,true,true,Petrol,I4,1370,Naturally Aspirated,103,125,FWD,Manual,5,1135,186,12.6
Alfa Romeo,145 1.6 TS 120 (930),1996,Italy,3000,Compact,Hatchback,Factory,145,true,true,Petrol,I4,1598,Naturally Aspirated,120,144,FWD,Manual,5,1205,192,10.2
Alfa Romeo,145 1.8 TS 140 (930),1996,Italy,3612,Compact,Hatchback,Factory,145,true,true,Petrol,I4,1747,Naturally Aspirated,140,169,FWD,Manual,5,1135,205,9.2
Alfa Romeo,145 1.8 TS 145 (930),1998,Italy,3634,Compact,Hatchback,Factory,145,true,true,Petrol,I4,1747,Naturally Aspirated,144,169,FWD,Manual,5,1195,207,9.1
Alfa Romeo,145 2.0 TS (930),1998,Italy,11420,Compact,Hot Hatches,Factory,145,true,true,Petrol,I4,1970,Naturally Aspirated,155,187,FWD,Manual,5,1260,209,8.4
Alfa Romeo,145 1.6 TS 110 (930),1999,Italy,2959,Compact,Hatchback,Factory,145,true,true,Petrol,I4,1598,Naturally Aspirated,112,144,FWD,Manual,5,1185,190,10.5
Alfa Romeo,145 1.9 JTD 105 (930),1999,Italy,4150,Compact,Hatchback,Factory,145,true,true,Diesel,I4,1910,Single Turbocharger,105,255,FWD,Manual,5,1210,185,10.4
Alfa Romeo,146 1.4 (930B),1995,Italy,3640,Compact Sedan,Saloons,Factory,146,true,true,Petrol,F4,1351,Naturally Aspirated,90,115,FWD,Manual,5,1175,180,13.7
Alfa Romeo,146 1.6 (930B),1995,Italy,3890,Compact Sedan,Saloons,Factory,146,true,true,Petrol,F4,1596,Naturally Aspirated,103,135,FWD,Manual,5,1175,187,12.4
Alfa Romeo,146 1.7 16V (930B),1995,Italy,4230,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1712,Naturally Aspirated,129,149,FWD,Manual,5,1225,201,12.5
Alfa Romeo,146 1.9 TD (930B),1995,Italy,3650,Compact Sedan,Saloons,Factory,146,true,true,Diesel,I4,1929,Single Turbocharger,90,187,FWD,Manual,5,1245,179,12.0
Alfa Romeo,146 2.0 TI 150 (930B),1996,Italy,9780,Compact Sedan,Sport Compacts,Factory,146,true,true,Petrol,I4,1970,Naturally Aspirated,150,187,FWD,Manual,5,1275,210,9.4
Alfa Romeo,146 1.4 TS (930B),1997,Italy,3700,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1370,Naturally Aspirated,103,125,FWD,Manual,5,1205,186,12.6
Alfa Romeo,146 1.8 TS 140 (930B),1997,Italy,4670,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1747,Naturally Aspirated,140,165,FWD,Manual,5,1282,210,10.0
Alfa Romeo,146 1.6 TS 120 (930B),1997,Italy,4078,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1598,Naturally Aspirated,120,148,FWD,Manual,5,1227,190,10.9
Alfa Romeo,146 2.0 TI 155 (930B),1998,Italy,10250,Compact Sedan,Sport Compacts,Factory,146,true,true,Petrol,I4,1970,Naturally Aspirated,155,188,FWD,Manual,5,1295,209,8.4
Alfa Romeo,146 1.6 TS 110 (930B),1999,Italy,4035,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1598,Naturally Aspirated,112,144,FWD,Manual,5,1190,192,10.8
Alfa Romeo,146 1.8 TS 145 (930B),1999,Italy,4675,Compact Sedan,Saloons,Factory,146,true,true,Petrol,I4,1747,Naturally Aspirated,144,169,FWD,Manual,5,1215,210,9.3
Alfa Romeo,146 1.9 JTD 105 (930B),1999,Italy,3888,Compact Sedan,Saloons,Factory,146,true,true,Diesel,I4,1910,Single Turbocharger,105,256,FWD,Manual,5,1292,189,10.4
